text,label,language,split
Tomar dhamki kaje ashe na amar upor,HIGH_RISK,Bengali,train
"Don't worry yaar, karke dunga",LIKELY_PAY,Hinglish,train
Acha managEr se bAaT KarAo mUjHe ok????,DISPUTE,Hindi,train
See cHECK KARKE BATATA HUN 💰!!,NEEDS_REMINDER,Hindi,train
Bhai baad mein bataunga,VAGUE,Hindi,train
"You will receive payment in 3 days, guaranteed 🙂",LIKELY_PAY,English,train
Bhai ye kaun si EMI hai?,NEEDS_REMINDER,Hindi,train
Samajhna padega thx,VAGUE,Hindi,train
Details fir se bhejo asap,NEEDS_REMINDER,Hindi,train
Dude Dude it's not that simple yaar bro,VAGUE,Hinglish,train
Which loan ki baat ho rahi hai?,NEEDS_REMINDER,Hinglish,train
Any grace period available?,NEEDS_REMINDER,Hinglish,train
I don't agree with outstanding amount thx,DISPUTE,Hinglish,train
Look when was the due date again,NEEDS_REMINDER,English,train
Your system data is wrong bhai,DISPUTE,Hinglish,train
Where do do I pay? What's the link 🙏,NEEDS_REMINDER,English,train
"Busy tha, dekh lunga",NEEDS_REMINDER,Hindi,train
"No problem, I will arrange the money",LIKELY_PAY,English,train
which emi is this for thx!!,NEEDS_REMINDER,English,train
"Ek din aur please, pakka dunga",LIKELY_PAY,Hindi,train
pata nahi!!,VAGUE,Hindi,train
"Bonus aaya hai, abhi de deta hun",LIKELY_PAY,Hindi,train
Tum mera kuch nahi kar sakte,HIGH_RISK,Hindi,train
"half abhi de deta hun, baaki ek hafte mein",LIKELY_PAY,Hindi,train
Amount bhej raha hun thodi der mein,LIKELY_PAY,Hindi,train
Listen this is not my loan yaar,DISPUTE,Hinglish,train
Hey not sure sure yaar,VAGUE,English,train
Ok so social media te expose korbo 💰!!,HIGH_RISK,Bengali,train
Overcharge kiya kiya hai mujhe,DISPUTE,Hindi,train
"Paise ready hain, transfer kar raha hun",LIKELY_PAY,Hindi,train
Suno let me know the exact amount due 🙂,NEEDS_REMINDER,English,train
Actually half now baAki by fRidaY,LIKELY_PAY,Hinglish,train
Aage se mere lawyer se baat karo,HIGH_RISK,Hindi,train
I have no obligation to pay this,HIGH_RISK,English,train
Kon loan er kotha bolcho?,NEEDS_REMINDER,Bengali,train
"Arey Arey account details do, abhi karta hun thx",LIKELY_PAY,Hinglish,train
Poora taka ekbare diye debo,LIKELY_PAY,Bengali,train
Zindagi mushkil mushkil chal rahi hai,VAGUE,Hindi,train
