text,label,language,detected_language
ACCOUNT SETTLE KORE KORE DIYECHI,ALREADY_PAID,Bengali,de
"shob pay pay kore diyechi, kichu pending nei asap",ALREADY_PAID,Bengali,tl
Look eMI already kete geche,ALREADY_PAID,Bengali,nl
NEFT DIYE PATHIYE DIYECHI TAKA,ALREADY_PAID,Bengali,vi
partial 1st e korechilem ar baki 1st e,ALREADY_PAID,Bengali,no
Dude dui bar pay korechi actually,ALREADY_PAID,Bengali,fr
Ok so bANK E DEBIT DEKHACCHE???,ALREADY_PAID,Bengali,af
bank transfer diye pathiye diyechi taka,ALREADY_PAID,Bengali,tr
RTGS RTGS diye pathiye diyechi taka!!,ALREADY_PAID,Bengali,sw
Look nEFT DIYe 1st E traNsfer koReChIlEm,ALREADY_PAID,Bengali,no
nEft diYE trAnSFEr Kore diYEchi 😭,ALREADY_PAID,Bengali,de
"Listen pay kore shesh, update koro",ALREADY_PAID,Bengali,sq
Madam amar payment already hoye geche,ALREADY_PAID,Bengali,cy
Ami age-i diye diyechi sir,ALREADY_PAID,Bengali,tr
Google Pay diye transfer kore diyechi,ALREADY_PAID,Bengali,tr
"Dude pay kore shesh, update koro",ALREADY_PAID,Bengali,sq
"Look nEFT korechilem kaal, reflect howar kotha",ALREADY_PAID,Bengali,nl
Auto-debit theke kete geche asap,ALREADY_PAID,Bengali,nl
See rTGS diye trnsfr kore diyechi,ALREADY_PAID,Bengali,tr
Look aMI AGE-I DIYE DIYECHI,ALREADY_PAID,Bengali,af
UTR number ache amar kache ok?!!,ALREADY_PAID,Bengali,de
aMI AgE-I diye diYEchi 🤷!!,ALREADY_PAID,Bengali,it
ami age-i age-i diyE DiyeChi.,ALREADY_PAID,Bengali,so
UTR number ache ache amar kache,ALREADY_PAID,Bengali,de
Madam cheque deposit deposit korechilem goto shoptahe,ALREADY_PAID,Bengali,pt
emi AlREaDY KetE geche na?,ALREADY_PAID,Bengali,de
ami age-i diye diyechi ...,ALREADY_PAID,Bengali,tr
Auto-debit Auto-debit theke kete geche,ALREADY_PAID,Bengali,nl
"Bhai already transfer kar diya tha, check karo",ALREADY_PAID,Hinglish,sv
"Payment ho gaya hai, 1st ko kiya tha",ALREADY_PAID,Hinglish,tl
UPI se pay kiya already,ALREADY_PAID,Hinglish,tl
"Bhai paisa bhej diya, tumhare system mein nahi aya?",ALREADY_PAID,Hinglish,id
"Already paid hai ye, don't call again",ALREADY_PAID,Hinglish,cy
EMI already clear hai bro,ALREADY_PAID,Hinglish,cy
"System check karo, mera payment ho gaya",ALREADY_PAID,Hinglish,id
"Bank mein debit hai, payment done",ALREADY_PAID,Hinglish,id
"UTR number hai, share karun?",ALREADY_PAID,Hinglish,id
Auto-debit se ho gaya hai bhai,ALREADY_PAID,Hinglish,id
My side se transaction successful,ALREADY_PAID,Hinglish,fr
Before due date hi pay kar diya tha,ALREADY_PAID,Hinglish,id
"App se paid, transaction ID available hai",ALREADY_PAID,Hinglish,fr
Why calling? Already paid hai,ALREADY_PAID,Hinglish,cy
Months pehle pay kiya tha yaar,ALREADY_PAID,Hinglish,tl
Google Pay se paisa bheja hai,ALREADY_PAID,Hinglish,tl
EMI covered under auto-debit,ALREADY_PAID,Hinglish,it
"Paid and done bhai, update karo",ALREADY_PAID,Hinglish,id
Look phonepe se paisa bheja hai thanks,ALREADY_PAID,Hinglish,fi
UPI se paisa bheja hai !!!!,ALREADY_PAID,Hinglish,fi
"Madam utr number hai, share karun?",ALREADY_PAID,Hinglish,id
"Madam i already paid yaar, records dekho",ALREADY_PAID,Hinglish,cy
"Sir bhai clear kar diya, stop calling ...",ALREADY_PAID,Hinglish,tr
Months pehle pehle pay kiya tha yaar,ALREADY_PAID,Hinglish,id
phonepe se paisa bheja hai,ALREADY_PAID,Hinglish,fi
"Payment ho gaya hai, last month ko kiya tha",ALREADY_PAID,Hinglish,tl
Madam uPI se pay kiya already,ALREADY_PAID,Hinglish,tl
cheque se se pay kiya already!!,ALREADY_PAID,Hinglish,es
Arey months pehle pay kiya tha yaar bro,ALREADY_PAID,Hinglish,tl
"Look paid and done bhai, update karo 💰",ALREADY_PAID,Hinglish,id
"Ok Ok so bhai clear kar diya, stop calling 🙂",ALREADY_PAID,Hinglish,tr
Suno rtgs se paisa bheja hai,ALREADY_PAID,Hinglish,id
"Acha already paid hai ye, don't call again 😭",ALREADY_PAID,Hinglish,cy
Haan months pehle pay kiya tha yaar thanks,ALREADY_PAID,Hinglish,tl
"Proof hai payment ka, bhej dun 😢",ALREADY_PAID,Hinglish,id
Sir neft se paisa bheja hai,ALREADY_PAID,Hinglish,id
"Bhai bHai bHai ALready traNsfer kar dIYa thA, chEck karo",ALREADY_PAID,Hinglish,id
"Dekho payment ho gaya hai, 25th ko kiya tha",ALREADY_PAID,Hinglish,tl
"Acha bank mein debit hai, payment done 🙏",ALREADY_PAID,Hinglish,id
Madam auto-debit hua tha 1st ko,ALREADY_PAID,Hinglish,id
"App se se paid, transaction ID available hai !!!!",ALREADY_PAID,Hinglish,fr
"UTR number hai, share karun bro",ALREADY_PAID,Hinglish,sv
Arey before due date hi pay kar diya tha.!!,ALREADY_PAID,Hinglish,so
"Already paid paid hai ye, don't call again!!",ALREADY_PAID,Hinglish,cy
